,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,user_name,sample_date,age_range,pronunciation,gender
197,133,247.69924812,0.612332561604,-1.09737174714,236.0,228.0,25.1449885775,220.0,294.0,228.0,272.0,44.0,ColinBeckingham,20091214,Senior,British,Male
198,95,244.547368421,-2.26614073277,3.73183139281,264.0,264.0,78.8936350473,12.0,298.0,250.0,292.0,42.0,ColinBeckingham,20091214,Senior,British,Male
199,166,199.65060241,-1.2399793717,-0.0661748781306,228.0,228.0,96.3612597425,12.0,288.0,200.0,278.0,78.0,ColinBeckingham,20091214,Senior,British,Male
203,11,194.0,0.0,-3.0,194.0,194.0,0.0,194.0,194.0,194.0,194.0,0.0,ColinBeckingham,20100118,Senior,British,Male
204,14,202.0,0.0,-3.0,202.0,202.0,0.0,202.0,202.0,202.0,202.0,0.0,ColinBeckingham,20100118,Senior,British,Male
205,13,234.0,0.0,-3.0,234.0,234.0,0.0,234.0,234.0,234.0,234.0,0.0,ColinBeckingham,20100118,Senior,British,Male
214,25,203.6,0.583333333333,-1.65972222222,200.0,200.0,4.8,200.0,210.0,200.0,210.0,10.0,ColinBeckingham,20100126,Senior,British,Male
216,23,188.608695652,-0.445435403187,-1.80158730159,198.0,198.0,11.7130144282,174.0,198.0,174.0,198.0,24.0,ColinBeckingham,20100126,Senior,British,Male
228,21,280.476190476,0.0953462589246,-1.99090909091,270.0,270.0,10.9875212665,270.0,292.0,270.0,292.0,22.0,Coren,20141121,Adult,American,Male
230,11,156.0,0.0,-3.0,156.0,156.0,0.0,156.0,156.0,156.0,156.0,0.0,Coren,20141121,Adult,American,Male
235,13,205.846153846,-1.27801930085,-0.366666666667,216.0,216.0,18.5383019463,172.0,216.0,216.0,216.0,0.0,Coren,20141121,Adult,American,Male
238,96,237.333333333,-0.727445325174,2.39243493831,222.0,220.0,37.9872054484,96.0,298.0,220.0,274.0,54.0,CptOatmeal,20080721,Adult,American,Male
239,256,157.669270833,1.0394743751,-0.433247348924,120.0,120.0,68.6745545138,68.0,292.0,120.0,186.0,66.0,CraigWilliamson,20110616,Adult,American,Male
240,341,151.100684262,1.43739032704,0.249361253709,120.0,120.0,67.1310266847,68.0,292.0,120.0,120.0,0.0,CraigWilliamson,20110616,Adult,American,Male
241,483,134.530020704,1.70750687952,3.37303079911,130.0,130.0,37.2962044012,40.0,266.0,110.0,146.0,36.0,Cristbal,20140516,Adult,British,Male
242,242,115.950413223,0.656790748292,-0.410504254982,104.0,20.0,74.859411068,14.0,284.0,82.0,126.0,44.0,DammitCoetzeecom,20101020,Adult,American,Male
243,175,120.548571429,1.85272897661,3.78005429093,112.0,108.0,24.8353822649,88.0,222.0,108.0,124.0,16.0,DanR,20090223,Adult,American,Male
244,120,146.855555556,0.486536547628,-1.20983867439,122.0,104.0,52.4230076245,44.0,242.0,104.0,202.0,98.0,DanR,20090223,Adult,American,Male
245,105,150.666666667,0.0173536803448,-1.68155655251,146.0,102.0,39.6630250429,94.0,214.0,108.0,188.0,80.0,DanR,20090223,Adult,American,Male
246,153,136.209150327,1.17426867305,-0.253106412268,108.0,100.0,51.4328871157,90.0,246.0,100.0,164.0,64.0,DanR,20090223,Adult,American,Male
248,20,39.9,1.06178114754,-0.762198783221,18.0,14.0,36.4004120856,14.0,102.0,14.0,52.5,38.5,DanielHeath,20090117,Adult,Australian,Male
249,17,82.5882352941,1.23493170567,-0.454573625172,28.0,12.0,114.155239412,12.0,288.0,12.0,28.0,16.0,DanielHeath,20090117,Adult,Australian,Male
250,305,72.9245901639,0.499401928447,0.15632862856,86.0,16.0,48.5722468681,12.0,208.0,20.0,104.0,84.0,DanielHeath,20090118,Adult,Australian,Male
251,274,71.5450121655,0.707631644394,0.465529182494,84.0,14.0,49.4348494535,12.0,212.0,22.0,102.0,80.0,DanielHeath,20090118,Adult,Australian,Male
253,181,193.248618785,-1.31261031437,0.543798665455,208.0,196.0,81.1909219864,12.0,282.0,190.0,246.0,56.0,DanijelK,20100117,Adult,European,Male
255,210,109.761904762,-0.520613662717,0.180467170884,110.0,108.0,11.6635564367,82.0,134.0,106.0,118.0,12.0,DantheMan,20100110,Adult,European,Male
256,219,139.00456621,2.04204532819,2.64290259211,118.0,112.0,52.6323942921,92.0,288.0,112.0,132.0,20.0,Dantheman,20100110,Adult,European,Male
257,705,202.908747045,0.807736923386,3.07448169158,202.0,202.0,26.1752960866,120.0,296.0,190.0,212.0,22.0,Darrr,20170412,Adult,Other,Female
258,519,171.797045601,0.230212472966,-1.48175011248,148.0,90.0,65.9420212035,24.0,282.0,130.0,250.0,120.0,Dave,20110728,Adult,British,Male
259,473,88.8752642706,0.621849489161,-0.930464860055,88.0,18.0,79.0781137696,12.0,280.0,18.0,148.0,130.0,David,20140127,Adult,Other,Male
260,561,93.9180035651,0.603844999917,-1.18015784476,32.0,18.0,86.2784509247,12.0,266.0,18.0,194.0,176.0,David,20140127,Adult,Other,Male
261,1826,99.852135816,0.704071385873,3.36304009176,106.0,14.0,52.177534564,12.0,292.0,90.0,120.0,30.0,DavidBender,20120617,Senior,American,Male
263,224,203.321428571,-0.0106182961733,-1.53465895436,210.0,160.0,56.9188354284,102.0,294.0,150.0,256.5,106.5,DavidL,20091116,Adult,Australian,Male
264,101,168.851485149,0.816016280039,-1.1439540144,140.0,148.0,68.720900036,102.0,282.0,116.0,268.0,152.0,DavidL,20091117,Adult,Australian,Male
265,67,123.940298507,-0.178245583447,-1.00669693026,128.0,128.0,15.7668465667,100.0,148.0,108.0,130.0,22.0,DavidL,20091117,Adult,Australian,Male
266,103,176.932038835,0.464677785713,-1.67276644995,118.0,118.0,74.3326637209,106.0,288.0,116.0,262.0,146.0,DavidL,20091117,Adult,Australian,Male
267,150,177.013333333,0.60167366287,-1.4463791726,146.0,280.0,69.1605847928,106.0,280.0,120.0,270.0,150.0,DavidL,20091117,Adult,Australian,Male
268,239,170.117154812,0.671041016246,-1.19635249001,146.0,144.0,62.2919539747,104.0,278.0,114.0,256.0,142.0,DavidL,20091117,Adult,Australian,Male
269,129,164.294573643,0.680124259308,-1.4861495749,112.0,108.0,76.3375209339,102.0,284.0,108.0,258.0,150.0,DavidL,20091117,Adult,Australian,Male
270,109,156.80733945,1.23975426112,-0.137639174016,142.0,106.0,64.5652329348,106.0,288.0,110.0,148.0,38.0,DavidL,20091117,Adult,Australian,Male
271,196,222.367346939,-0.678488063506,-0.98840174191,244.0,158.0,66.0218559599,100.0,298.0,158.0,268.0,110.0,DavidL,20091117,Adult,Australian,Male
272,413,216.561743341,-0.622135070598,-0.965529923584,240.0,240.0,64.6888936945,98.0,296.0,160.0,268.0,108.0,DavidL,20091117,Adult,Australian,Male
273,217,197.898617512,0.389351867252,-1.39697285554,168.0,268.0,60.6113922762,100.0,298.0,146.0,262.0,116.0,DavidL,20091117,Adult,Australian,Male
274,129,134.449612403,2.64205324582,5.98362096865,120.0,118.0,45.0386502821,102.0,282.0,114.0,140.0,26.0,DavidL,20091117,Adult,Australian,Male
275,172,212.0,-0.505272430836,-1.420208251,256.0,100.0,71.8580642332,98.0,286.0,156.0,278.0,122.0,DavidL,20091117,Adult,Australian,Male
276,100,185.16,0.257367350733,-1.75065806076,144.0,262.0,71.9728726674,102.0,288.0,110.0,262.0,152.0,DavidL,20091117,Adult,Australian,Male
277,116,154.25862069,1.37549007036,0.570849832006,144.0,152.0,53.8667130101,100.0,274.0,118.0,156.0,38.0,DavidL,20091117,Adult,Australian,Male
279,166,121.831325301,-1.97895471057,2.79696653772,134.0,134.0,40.6598642508,12.0,160.0,126.0,144.0,18.0,Dcoetzee,20110429,Adult,American,Male
280,180,121.766666667,-1.96093873894,3.43141419,130.0,130.0,37.9322641911,12.0,168.0,118.0,143.0,25.0,Dcoetzee,20110429,Adult,American,Male
281,261,134.291187739,-0.102593224004,5.62846849232,136.0,136.0,44.9484110303,12.0,298.0,128.0,148.0,20.0,Dcoetzee,20110429,Adult,American,Male
282,210,111.39047619,-0.240931767395,-0.314434812793,134.0,14.0,64.9838800873,12.0,286.0,18.0,142.0,124.0,Dcoetzee,20110429,Adult,American,Male
283,229,118.890829694,-1.40583077846,0.868226422754,134.0,148.0,48.2516271528,12.0,194.0,126.0,144.0,18.0,Dcoetzee,20110429,Adult,American,Male
284,126,123.380952381,-1.46605326766,0.980594420543,138.0,12.0,49.060030792,12.0,176.0,118.0,156.0,38.0,Dcoetzee,20110429,Adult,American,Male
285,206,152.611650485,0.291657999689,2.72244632591,154.0,130.0,52.2197992823,18.0,294.0,132.0,166.0,34.0,Dcoetzee,20110429,Adult,American,Male
286,267,131.692883895,-1.65265675147,2.79404144126,138.0,134.0,43.4408986119,12.0,200.0,127.0,152.0,25.0,Dcoetzee,20110429,Adult,American,Male
287,279,133.197132616,-2.53392341771,6.26322795138,140.0,134.0,34.956817073,12.0,174.0,130.0,150.0,20.0,Dcoetzee,20110429,Adult,American,Male
288,195,118.123076923,-1.31765807792,0.235627127071,136.0,12.0,51.6598860474,12.0,176.0,124.0,148.0,24.0,Dcoetzee,20110429,Adult,American,Male
289,159,153.245283019,2.23405066995,4.75494528579,144.0,128.0,36.6356730611,120.0,274.0,128.0,164.0,36.0,Dcoetzee,20110429,Adult,American,Male
290,266,132.345864662,-0.763278127027,2.57998010599,138.0,128.0,47.8475092041,12.0,282.0,120.0,152.0,32.0,Dcoetzee,20110429,Adult,American,Male
291,169,126.946745562,-1.57004812857,1.66934527042,134.0,134.0,45.7562697039,12.0,184.0,122.0,154.0,32.0,Dcoetzee,20110429,Adult,American,Male
292,199,134.64321608,-2.05484281661,4.38865913808,138.0,166.0,38.6155948099,12.0,176.0,128.0,160.0,32.0,Dcoetzee,20110429,Adult,American,Male
293,200,124.78,-2.36069109446,5.9240726447,130.0,134.0,31.1985833012,12.0,160.0,121.5,140.5,19.0,Dcoetzee,20110429,Adult,American,Male
294,175,114.731428571,-1.1750624292,0.168856019816,130.0,114.0,49.6075096356,12.0,168.0,110.0,144.0,34.0,Dcoetzee,20110429,Adult,American,Male
295,249,131.967871486,-2.13297385638,6.14375416534,138.0,142.0,32.7109614638,12.0,178.0,122.0,144.0,22.0,Dcoetzee,20110429,Adult,American,Male
296,170,119.117647059,0.245522276736,0.560634526105,132.0,12.0,71.3895546429,12.0,298.0,108.0,142.0,34.0,Dcoetzee,20110429,Adult,American,Male
297,239,120.225941423,-0.472035006798,-0.106935767079,136.0,14.0,61.4769337689,12.0,274.0,103.0,150.0,47.0,Dcoetzee,20110429,Adult,American,Male
298,197,119.969543147,-2.53871678708,5.49327571887,126.0,132.0,33.6476077742,12.0,160.0,120.0,136.0,16.0,Dcoetzee,20110429,Adult,American,Male
299,249,134.112449799,-1.21602532621,4.78116979971,142.0,142.0,41.0800399752,12.0,266.0,132.0,144.0,12.0,Dcoetzee,20110429,Adult,American,Male
300,215,140.502325581,0.285332508268,2.44747785164,136.0,124.0,52.2727083773,12.0,290.0,126.0,150.0,24.0,Dcoetzee,20110429,Adult,American,Male
301,272,128.779411765,-1.5586700967,2.3220985902,132.0,174.0,40.4915915702,12.0,186.0,118.0,152.0,34.0,Dcoetzee,20110429,Adult,American,Male
302,292,127.97260274,-2.52525193173,5.78625776446,138.0,124.0,34.0921284462,12.0,168.0,124.0,146.0,22.0,Dcoetzee,20110429,Adult,American,Male
303,237,123.324894515,-2.03650544477,3.35151108225,134.0,134.0,39.3866467939,12.0,172.0,124.0,144.0,20.0,Dcoetzee,20110429,Adult,American,Male
304,155,121.251612903,-1.63852550796,2.22340455488,132.0,128.0,41.758227862,12.0,184.0,118.0,138.0,20.0,Dcoetzee,20110429,Adult,American,Male
305,223,138.825112108,-0.753403539373,3.37341687218,140.0,128.0,46.6760700239,12.0,284.0,128.0,166.0,38.0,Dcoetzee,20110429,Adult,American,Male
306,401,107.522684517,0.789294525903,0.458800079898,116.0,124.0,56.4330551445,14.0,246.0,70.0,122.0,52.0,DeMilano,20121103,Adult,Other,Male
307,630,129.131896957,-0.736104466639,-0.0184641077434,148.0,160.0,52.8810596499,28.2935455349,282.0,128.0,160.0,32.0,DebjitBiswas,20100207,Adult,Indian,Male
308,806,117.986211387,-0.426910174596,-1.32829571126,150.0,34.0,61.6123205334,28.0,276.0,38.0,160.0,122.0,DebjitBiswas,20100207,Adult,Indian,Male
309,103,266.446601942,-0.522288444532,-0.716449564706,262.0,240.0,24.5691922313,218.0,298.0,256.0,288.0,32.0,Decent,20110516,Adult,British,Male
310,124,264.516129032,-0.379267971393,-1.42297088339,278.0,286.0,22.3705898054,228.0,294.0,244.0,284.0,40.0,Decent,20110516,Adult,British,Male
311,69,267.623188406,-0.401387520106,-1.42061679498,278.0,256.0,23.7041557228,230.0,294.0,242.0,288.0,46.0,Decent,20110516,Adult,British,Male
312,198,271.242424242,-0.846883324719,-0.725890638681,280.0,280.0,17.5364502985,232.0,290.0,264.0,286.0,22.0,Decent,20110516,Adult,British,Male
313,87,263.264367816,-0.51125376293,-1.20981372824,274.0,294.0,25.8912223932,220.0,294.0,248.0,284.0,36.0,Decent,20110516,Adult,British,Male
314,145,274.813793103,-0.534585464053,-0.5920332478,278.0,284.0,13.3483751856,246.0,294.0,260.0,284.0,24.0,Decent,20110516,Adult,British,Male
315,90,253.622222222,-0.47702994647,-0.990752599649,270.0,298.0,38.6711427805,178.0,298.0,224.0,290.0,66.0,Decent,20110516,Adult,British,Male
316,256,269.5,-1.76382886215,3.81272068798,276.0,274.0,20.7740824105,176.0,292.0,262.0,284.0,22.0,Decent,20110516,Adult,British,Male
317,137,273.240875912,-0.764414074811,-0.690553865439,280.0,280.0,21.0680252236,234.0,298.0,260.0,284.0,24.0,Decent,20110516,Adult,British,Male
318,199,264.16080402,-0.821211879745,-0.169846531118,272.0,282.0,22.5110641999,204.0,292.0,248.0,282.0,34.0,Decent,20110516,Adult,British,Male
319,176,276.920454545,-0.852771589902,-0.372117090732,285.0,290.0,17.4718745358,236.0,296.0,266.0,290.0,24.0,Decent,20110516,Adult,British,Male
320,174,264.057471264,-0.327010596347,-1.21774662764,270.0,274.0,20.7895068149,230.0,296.0,246.0,278.0,32.0,Decent,20110516,Adult,British,Male
321,256,209.877604167,-0.494951946405,-1.03802023046,226.0,246.0,46.8499075635,134.0,296.0,146.0,246.0,100.0,DeepBlue,20121003,Adult,American,Male
322,581,120.520940906,-0.0302227369647,-1.13163307118,122.0,20.0,73.97514605,12.0,244.0,20.0,192.0,172.0,DeepBlue,20130305,Adult,American,Male
323,102,137.163398693,-0.848306039824,1.74201012825,146.0,142.0,54.7225671685,14.0,280.0,142.0,158.0,16.0,Derek,20090226,Youth,Australian,Male
324,146,142.269406393,-2.42942822392,5.6257129967,148.0,148.0,37.305810041,18.6666666667,184.0,138.0,158.0,20.0,Derek,20090226,Youth,Australian,Male
325,116,144.666666667,-3.20056708655,10.1905460269,156.0,162.0,32.5796401176,14.0,181.333333333,138.0,162.0,24.0,Derek,20090226,Youth,Australian,Male
326,253,91.5494071146,0.629515111373,0.397625608107,116.0,12.0,68.7982726817,10.6666666667,278.0,16.0,132.0,116.0,DermotColeman,20111125,Senior,Australian,Male
327,141,233.617021277,0.405404105192,-0.968654231092,218.0,218.0,33.573811893,178.0,290.0,208.0,274.0,66.0,Diego,20131023,Adult,American,Male
328,575,108.666666667,0.634096418289,-0.309458002858,100.0,36.0,61.1455095108,30.0,238.0,80.0,128.0,48.0,Dimon,20120702,Adult,European,Male
329,20,268.0,0.0,-3.0,268.0,268.0,0.0,268.0,268.0,268.0,268.0,0.0,DomikCZ,20110610,Youth,Indian,Male
330,89,159.782771536,1.91026993397,2.47772953416,142.0,140.0,41.3123995897,120.0,284.0,136.0,156.0,20.0,Donato,20090521,Adult,American,Male
331,544,171.591911765,0.552756535627,-1.44676303256,142.0,128.0,54.3695383398,90.0,268.0,128.0,234.0,106.0,Doogie,20100526,Youth,American,Male
332,673,90.2724120852,0.309596484461,-1.24825602345,110.0,16.0,72.0084590908,12.0,250.0,16.0,156.0,140.0,DouglasDecicco,20140117,Adult,American,Male
333,331,210.241691843,-0.910316961853,0.407261613261,214.0,224.0,45.3933684502,96.0,288.0,200.0,234.0,34.0,Dra,20150325,Adult,American,Male
334,125,124.200866071,1.01934095526,5.65614332261,124.0,136.0,43.9043144959,12.361576101,282.0,112.0,136.0,24.0,DungFu,20090428,Youth,American,Male
335,174,131.554445987,2.14925814586,10.6529232752,124.0,114.0,31.4052341037,18.8069350573,292.0,114.0,138.0,24.0,DungFu,20090428,Youth,American,Male
336,1010,188.589438944,-1.11265560334,-0.445918333215,224.0,26.0,87.7023655722,24.0,292.0,198.0,244.0,46.0,EFLwithErika,20120719,Adult,British,Female
337,416,175.947115385,-0.757346715075,-1.21934777857,228.0,20.0,98.1836343255,20.0,292.0,30.0,244.0,214.0,EFLwithErika,20120719,Adult,British,Female
338,753,173.050022134,-0.789547302914,-1.05726029223,214.0,26.0,93.3419903992,12.0,282.0,30.0,232.0,202.0,EFLwithErika,20120719,Adult,British,Female
339,677,226.719842442,-0.493925831952,-0.301218217418,234.0,234.0,26.545585437,160.0,288.0,208.0,250.0,42.0,ESimpray,20150122,Adult,Other,Male
340,612,235.345315904,-0.22635334001,0.257242140733,236.0,246.0,22.9627718394,174.0,294.0,218.0,250.0,32.0,ESimpray,20150122,Adult,Other,Male
341,398,225.078726968,-0.0401569244652,-1.20194808945,228.0,204.0,23.3852007812,176.0,292.0,204.0,248.0,44.0,ESimpray,20150122,Adult,Other,Male
342,302,227.772626932,-0.365423236806,-0.0221559997221,234.0,254.0,22.9173217522,164.0,294.0,206.0,246.0,40.0,ESimpray,20150122,Adult,Other,Male
343,419,235.217183771,-0.736276433912,-0.811112590309,246.0,252.0,19.0016616846,176.0,262.0,214.0,250.0,36.0,ESimpray,20150123,Adult,Other,Male
344,401,229.454696592,-0.950514827247,0.296781280725,236.0,246.0,26.7899004291,162.0,284.0,208.0,250.0,42.0,ESimpray,20150123,Adult,Other,Male
345,400,235.1,0.195132878586,-0.294672277597,238.0,254.0,25.4289205433,186.0,298.0,210.0,252.0,42.0,ESimpray,20150124,Adult,Other,Male
346,484,230.004132231,-0.967055713826,0.148025458312,240.0,250.0,25.5260716106,164.0,264.0,212.0,250.0,38.0,ESimpray,20150125,Adult,Other,Male
347,377,229.959328028,-0.0999976523681,-0.987470998122,236.0,198.0,25.8896886078,164.0,290.0,200.0,250.0,50.0,ESimpray,20150125,Adult,Other,Male
348,176,199.130135753,-0.362661574986,-1.48538190639,230.0,98.0,69.4998848066,98.0,298.0,120.0,266.0,146.0,ETT,20090329,Adult,American,Female
349,16,18.125,-0.122892553212,-1.75215290905,18.0,20.0,1.79843682124,16.0,20.0,16.0,20.0,4.0,EagleX,20071225,Adult,American,Male
355,1677,100.800065666,0.193189139264,-1.65219919278,46.0,14.0,85.2197424534,11.2941176471,276.0,16.0,178.0,162.0,Eibriel,20120211,Youth,Other,Male
356,727,145.153599266,0.169390914683,0.372809128697,146.0,150.0,63.5696845103,13.3333333333,284.0,138.0,150.0,12.0,Elvis,20120526,Senior,Other,Male
357,742,112.471698113,3.50760846345,20.5460202356,114.0,114.0,24.5757233899,14.0,250.0,106.0,116.0,10.0,Emil,20130420,Adult,European,Male
358,404,151.925742574,0.833308436891,-1.0002187116,118.0,112.0,55.6797773895,94.0,262.0,112.0,210.0,98.0,Eresus,20090416,Adult,European,Male
360,357,152.470588235,0.513929402079,-0.7437371811,122.0,120.0,50.887940303,84.0,274.0,108.0,184.0,76.0,EricHedekar,20140503,Adult,Other,Male
361,333,144.540540541,0.710910474877,-0.677168138027,120.0,120.0,49.9594641301,84.0,262.0,106.0,184.0,78.0,EricHedekar,20140503,Adult,Other,Male
362,479,156.580375783,0.532739391487,-0.804968713412,144.0,120.0,54.5014729558,90.0,296.0,106.0,196.0,90.0,EricHedekar,20140503,Adult,Other,Male
363,486,159.04526749,0.592847776983,-0.942178374181,120.0,120.0,57.6843440421,82.0,296.0,120.0,206.0,86.0,EricHedekar,20140506,Adult,Other,Male
364,348,172.896551724,0.352699549938,-0.71553883434,178.0,120.0,53.8213380073,90.0,292.0,120.0,206.0,86.0,EricHedekar,20140509,Adult,Other,Male
365,364,190.296703297,-0.109157337105,-0.888306395078,196.0,120.0,50.0285620631,100.0,286.0,136.5,222.0,85.5,EricHedekar,20140509,Adult,Other,Male
366,491,168.749490835,0.415460117547,-1.06593293341,174.0,120.0,61.3620717051,88.0,298.0,120.0,208.0,88.0,EricHedekar,20140509,Adult,Other,Male
367,306,179.019607843,-0.00501840755269,-1.23345736988,197.0,120.0,59.5658004467,84.0,288.0,120.0,216.0,96.0,EricHedekar,20140509,Adult,Other,Male
368,404,159.277227723,0.296000878464,-1.29764363544,120.0,120.0,46.8098362372,84.0,276.0,120.0,204.0,84.0,EricHedekar,20140509,Adult,Other,Male
369,475,175.903157895,0.248007384582,-1.38019973623,190.0,120.0,55.4079900235,96.0,276.0,120.0,216.0,96.0,EricHedekar,20140514,Adult,Other,Male
370,196,112.132653061,-1.34409492134,2.03356958382,112.0,104.0,36.3660914486,16.0,172.0,104.0,140.0,36.0,EricV,20120527,Adult,American,Male
371,527,133.749525617,2.0728498376,3.30217485554,124.0,124.0,33.112508382,104.0,240.0,116.0,136.0,20.0,EricV,20120527,Adult,American,Male
372,127,75.2913385827,0.571477222212,-1.21692181773,24.0,20.0,65.696284035,12.0,202.0,20.0,128.0,108.0,EricV,20120527,Adult,American,Male
398,369,82.5112917796,1.11104450147,0.111191747876,26.0,26.0,74.0460069769,24.0,276.0,26.0,120.0,94.0,Ertain,20170123,Adult,American,Male
399,496,161.27016129,0.895030924811,-1.08054120629,120.0,120.0,61.9144147579,120.0,280.0,120.0,234.5,114.5,Ertain,20170123,Adult,American,Male
400,329,126.886139252,0.275470522238,-0.53933458847,128.0,136.0,77.0761767908,10.9649122807,292.0,40.0,166.0,126.0,Evan,20100320,Adult,European,Male
401,414,193.217391304,-2.13359602626,4.2893495732,204.0,204.0,55.5682640369,12.0,262.0,194.0,212.0,18.0,Everett,20130514,Adult,American,Male
402,557,175.048473968,0.563625895469,-1.5227918379,120.0,120.0,67.3366590904,120.0,282.0,120.0,252.0,132.0,FEDboy,20131221,Adult,European,Male
403,344,97.6220930233,-1.23152480926,-0.271288221074,116.0,118.0,44.0064369001,12.0,142.0,108.0,122.0,14.0,Fandark,20100822,Adult,British,Male
404,379,147.433597186,0.824096535949,0.489737187074,124.0,122.0,67.6720360196,22.0,292.0,120.0,148.0,28.0,FatFrankie,20110321,Adult,Other,Male
